,country,year,gdp_per_capita ($),suicides/100k pop,suicides/100k pop,suicides_no,suicides_no
521,Costa Rica,2005,5133,10.07,68.66,41,231
522,Costa Rica,2006,5716,17.03,83.8,55,295
523,Costa Rica,2007,6661,11.29,64.06,44,226
524,Costa Rica,2008,7517,11.06,61.21,34,227
525,Costa Rica,2009,7403,10.38,66.99,42,236
526,Costa Rica,2010,8906,10.200000000000001,74.15,43,268
527,Costa Rica,2011,9978,13.94,75.89,53,263
528,Costa Rica,2012,10832,9.7,71.06,42,260
529,Costa Rica,2013,11443,9.93,79.33,39,272
530,Costa Rica,2014,11485,12.39,58.46,45,223
531,Croatia,1995,4978,66.19,239.35,242,687
532,Croatia,1996,5610,74.22,260.57,263,738
533,Croatia,1997,5546,79.03,234.67,254,692
534,Croatia,1998,6015,78.27,266.03,284,745
535,Croatia,1999,5459,73.83,253.45000000000002,273,716
536,Croatia,2000,5288,71.89,250.85999999999999,234,692
537,Croatia,2001,5571,62.14,225.4,225,656
538,Croatia,2002,6373,67.74,236.38,230,644
539,Croatia,2003,8202,51.6,230.09,193,672
540,Croatia,2004,9829,60.35,241.89000000000001,226,645
541,Croatia,2005,10722,59.82,209.75,223,651
542,Croatia,2006,11914,57.81,190.41,223,573
543,Croatia,2007,14204,53.17,190.28,198,577
544,Croatia,2008,16680,49.53,216.16,184,609
545,Croatia,2009,14872,47.06,207.23000000000002,172,618
546,Croatia,2010,14232,50.269999999999996,191.7,192,584
547,Croatia,2011,14890,46.57,174.54,182,520
548,Croatia,2012,13952,47.46,191.55,180,596
549,Croatia,2013,14362,37.39,172.91,146,546
550,Croatia,2014,14299,48.260000000000005,173.78,186,536
551,Croatia,2015,12351,51.63,178.04999999999998,197,542
552,Croatia,2016,12905,41.870000000000005,171.69,168,515
553,Cuba,1992,2227,128.84,240.87,966,1333
554,Cuba,1993,2236,134.3,258.63,964,1410
555,Cuba,1994,2820,110.11,253.2,837,1441
556,Cuba,1995,2993,106.60000000000001,246.16,813,1409
557,Cuba,1996,2443,88.04,228.19,660,1354
558,Cuba,1997,2472,82.45,234.95,628,1401
559,Cuba,1998,2497,86.88,240.1,655,1401
560,Cuba,1999,2741,75.96000000000001,230.16,584,1466
561,Cuba,2000,2940,67.87,204.9,535,1310
562,Cuba,2001,3037,56.19,188.32,449,1203
563,Cuba,2002,3205,60.07,180.35,459,1147
564,Cuba,2003,3409,47.1,174.01999999999998,373,1126
565,Cuba,2004,3611,44.76,171.35999999999999,371,1144
566,Cuba,2005,4017,44.93,161.01,351,1046
567,Cuba,2006,4951,34.11,168.44,273,1103
568,Cuba,2007,5488,34.98,153.2,266,1041
569,Cuba,2008,5686,36.31,154.68,310,1067
570,Cuba,2009,5797,38.48,162.85,336,1141
571,Cuba,2010,5997,37.269999999999996,164.86,329,1229
572,Cuba,2011,6419,36.88,170.17000000000002,315,1214
573,Cuba,2012,6791,35.49,168.51,296,1199
574,Cuba,2013,7148,34.68,155.78,298,1201
575,Cuba,2014,7459,34.22,150.41,307,1146
576,Cuba,2015,8044,34.07,160.24,300,1211
577,Cyprus,1999,12389,0.0,1.57,0,1
578,Cyprus,2000,11635,0.0,8.36,0,7
579,Cyprus,2004,25227,2.81,6.359999999999999,2,5
580,Cyprus,2005,26671,7.140000000000001,17.6,5,12
581,Cyprus,2006,28600,8.87,18.77,7,12
582,Cyprus,2007,33048,5.68,30.49,4,15
583,Cyprus,2008,37267,11.95,47.120000000000005,10,31
584,Cyprus,2009,33816,10.35,45.18,7,25
585,Cyprus,2010,32477,9.27,49.61,8,30
586,Cyprus,2011,34249,7.55,36.23,5,25
587,Cyprus,2012,30752,2.13,40.769999999999996,2,34
588,Cyprus,2013,29624,4.34,60.27,5,40
589,Cyprus,2014,29024,17.16,39.94,13,31
590,Cyprus,2015,24718,10.48,39.11,9,31
591,Cyprus,2016,25098,5.06,42.089999999999996,5,31
592,Czech Republic,1990,4168,77.58,236.64,563,1434
593,Czech Republic,1991,3070,68.2,223.81,511,1393
594,Czech Republic,1992,3573,68.48,234.73000000000002,506,1485
595,Czech Republic,1993,4186,70.95,226.69,505,1412
596,Czech Republic,1994,4891,71.89,221.39,531,1341
597,Czech Republic,1995,6134,62.519999999999996,201.88,449,1284
598,Czech Republic,1996,6861,49.31,194.17000000000002,362,1206
599,Czech Republic,1997,6314,44.269999999999996,189.86,355,1311
600,Czech Republic,1998,6779,43.81,182.89000000000001,345,1268
601,Czech Republic,1999,6606,41.949999999999996,194.98,325,1285
602,Czech Republic,2000,6278,42.6,184.04,351,1298
603,Czech Republic,2001,6863,38.69,182.23,329,1294
604,Czech Republic,2002,8399,39.81,172.34,318,1216
605,Czech Republic,2003,10220,43.28,191.6,354,1365
606,Czech Republic,2004,12226,35.82,167.2,297,1286
607,Czech Republic,2005,13961,33.34,160.06,292,1273
608,Czech Republic,2006,15896,28.04,150.36,258,1142
609,Czech Republic,2007,19273,27.07,143.71,230,1149
610,Czech Republic,2008,23811,27.439999999999998,147.57,256,1123
611,Czech Republic,2009,20748,25.89,153.82,234,1230
612,Czech Republic,2010,20862,27.759999999999998,147.86,257,1245
613,Czech Republic,2011,23010,28.009999999999998,158.23,253,1337
614,Czech Republic,2012,20898,29.05,167.18,278,1380
615,Czech Republic,2013,21073,29.13,156.94,283,1294
616,Czech Republic,2014,20859,31.650000000000002,143.64000000000001,293,1196
617,Czech Republic,2015,18703,28.34,142.53,254,1133
618,Czech Republic,2016,19505,26.72,135.04,258,1060
619,Denmark,1994,32034,75.42,177.8,319,680
620,Denmark,1995,37841,69.02,170.11,299,625
621,Denmark,1996,38158,57.13,172.43,261,631
622,Denmark,1997,35148,58.92,159.54,257,560
623,Denmark,1998,35710,47.88,140.8,216,547
624,Denmark,1999,35763,42.0,141.09,199,563
625,Denmark,2000,32841,44.6,136.47,195,533
626,Denmark,2001,32837,49.63,136.54,220,507
627,Denmark,2002,35435,42.14,134.37,185,503
628,Denmark,2003,43129,34.160000000000004,122.53999999999999,153,480
629,Denmark,2004,49552,40.0,121.78,192,469
630,Denmark,2005,51960,39.2,125.03,174,457
631,Denmark,2006,55354,37.47,124.61,178,472
632,Denmark,2007,62229,38.6,101.36,180,401
633,Denmark,2008,68447,37.34,105.71,185,418
634,Denmark,2009,61863,32.89,111.81,145,477
635,Denmark,2010,61711,31.200000000000003,98.82000000000001,158,405
636,Denmark,2011,65598,31.47,94.86,152,437
637,Denmark,2012,62071,31.98,111.23,167,494
638,Denmark,2013,64831,33.8,100.75,160,450
639,Denmark,2014,66114,34.02,103.71,160,469
640,Denmark,2015,55972,36.32,85.1,174,390
641,Dominica,1985,1485,0.0,0.0,0,0
642,Ecuador,1985,2238,19.51,63.01,114,279
643,Ecuador,1986,1943,24.87,51.67,131,246
644,Ecuador,1987,1669,16.94,45.59,131,259
645,Ecuador,1988,1519,19.509999999999998,55.78,142,324
646,Ecuador,1989,1619,21.99,48.39,164,267
647,Ecuador,1990,1732,18.95,41.53,153,295
648,Ecuador,1991,1869,21.59,45.37,189,305
649,Ecuador,1992,1955,20.71,55.09,172,333
650,Ecuador,1993,1996,24.59,46.32,222,352
651,Ecuador,1994,2335,17.66,50.01,171,341
652,Ecuador,1995,2453,18.72,49.5,180,366
653,Ecuador,1996,2474,20.81,55.53,197,396
654,Ecuador,1997,2701,18.16,48.86,189,390
655,Ecuador,1998,2626,17.63,44.44,173,373
656,Ecuador,1999,1805,18.22,53.71,190,426
657,Ecuador,2000,1650,15.61,41.56,163,371
658,Ecuador,2001,2160,17.62,49.62,185,399
659,Ecuador,2002,2472,15.81,45.61,180,397
660,Ecuador,2003,2755,21.44,49.12,222,453
661,Ecuador,2004,3051,22.13,62.26,236,555
662,Ecuador,2005,3397,22.2,74.53,260,683
663,Ecuador,2006,3759,25.99,67.08,298,602
664,Ecuador,2007,4024,22.96,73.01,274,731
665,Ecuador,2008,4787,20.82,74.47,255,673
666,Ecuador,2009,4762,23.05,71.2,245,719
667,Ecuador,2010,5206,22.1,59.39,254,658
668,Ecuador,2011,5836,20.98,60.82,264,654
669,Ecuador,2012,6364,20.81,64.07,265,711
670,Ecuador,2013,6769,14.49,48.39,186,490
671,Ecuador,2014,7116,12.56,53.46,167,567
672,Ecuador,2015,6832,20.63,76.76,266,807
673,El Salvador,1990,1068,44.910000000000004,139.55,196,375
674,El Salvador,1991,1148,33.449999999999996,137.85,154,320
675,El Salvador,1992,1266,33.91,86.71,147,272
676,El Salvador,1993,1423,38.24,85.45,152,272
677,El Salvador,1995,1845,41.18,118.01,202,418
678,El Salvador,1996,1959,32.34,112.82000000000001,168,372
679,El Salvador,1997,2065,40.800000000000004,99.2,198,379
680,El Salvador,1998,2185,31.689999999999998,91.14,167,345
681,El Salvador,1999,2229,32.88,95.08,169,346
682,El Salvador,2000,2303,32.160000000000004,78.39,142,319
683,El Salvador,2001,2373,32.1,97.61,152,362
684,El Salvador,2002,2421,24.39,88.80000000000001,132,304
685,El Salvador,2003,2507,26.59,102.33,139,388
686,El Salvador,2004,2573,21.96,89.6,115,349
687,El Salvador,2005,2733,25.54,90.19,118,337
688,El Salvador,2006,2947,22.15,77.42,118,293
689,El Salvador,2007,3111,22.189999999999998,104.95,112,389
690,El Salvador,2008,3271,20.78,105.03999999999999,116,374
691,El Salvador,2009,3184,21.82,102.3,113,393
692,El Salvador,2010,3318,17.73,80.19,95,304
693,El Salvador,2011,3631,22.23,93.23,118,367
694,El Salvador,2012,3806,20.98,102.16,116,396
695,El Salvador,2013,3885,16.509999999999998,99.55,98,386
696,El Salvador,2014,3965,24.61,77.23,108,278
697,Estonia,1995,3224,101.79,441.4,128,466
698,Estonia,1996,3536,100.35000000000001,428.37,112,433
699,Estonia,1997,3806,76.28,425.78,91,431
700,Estonia,1998,4250,67.19,360.33,81,396
701,Estonia,1999,4361,83.19,403.28000000000003,93,375
702,Estonia,2000,4262,68.88,295.76,88,289
703,Estonia,2001,4711,82.86,288.82,86,315
704,Estonia,2002,5561,59.48,298.82,72,299
705,Estonia,2003,7523,58.5,279.74,66,276
706,Estonia,2004,9293,50.75,248.71,59,264
707,Estonia,2005,10870,47.29,209.14,53,220
708,Estonia,2006,13264,51.61,191.02,56,191
709,Estonia,2007,17504,39.24,225.81,46,205
710,Estonia,2008,19141,44.98,199.59,53,189
711,Estonia,2009,15609,42.61,206.06,49,220
712,Estonia,2010,15540,36.58,192.49,42,181
713,Estonia,2011,18545,33.52,195.74,40,178
714,Estonia,2012,18411,41.92,199.69,47,190
715,Estonia,2013,20221,40.81,191.11,47,171
716,Estonia,2014,21117,40.13,218.78,48,193
717,Estonia,2015,18149,28.64,176.74,36,159
718,Fiji,2001,2307,12.59,42.36,8,28
719,Fiji,2002,2548,42.22,68.32000000000001,16,26
720,Fiji,2003,3192,5.6899999999999995,10.43,4,6
721,Fiji,2004,3744,11.75,78.74000000000001,8,16
722,Fiji,2005,4104,8.53,44.3,6,16
723,Fiji,2006,4206,12.66,18.11,9,15
724,Fiji,2007,4570,4.42,16.04,3,10
725,Fiji,2008,4675,15.54,31.939999999999998,12,25
726,Fiji,2009,3765,26.470000000000002,25.2,7,19
727,Fiji,2011,4862,11.47,95.5,8,30
728,Fiji,2012,5073,27.67,63.910000000000004,10,22
729,Finland,1987,19861,60.86,286.49,298,1065
730,Finland,1988,23546,65.79,288.25,295,1107
731,Finland,1989,25582,63.49,309.87,295,1118
732,Finland,1990,30271,69.94,326.28,319,1193
733,Finland,1991,27214,65.33,312.25,303,1190
734,Finland,1992,23857,62.660000000000004,287.21,295,1156
735,Finland,1993,18826,57.68,275.32,291,1106
736,Finland,1994,21699,62.230000000000004,268.01,307,1080
737,Finland,1995,28068,64.47,260.49,308,1080
738,Finland,1996,27508,58.11,231.54,282,965
739,Finland,1997,26296,58.71,251.64,284,1038
740,Finland,1998,27646,56.71,244.72,266,962
741,Finland,1999,27800,50.14,232.97,253,954
742,Finland,2000,25716,60.19,205.46,292,873
743,Finland,2001,26383,54.1,213.09,271,933
744,Finland,2002,28390,53.86,201.66,271,824
745,Finland,2003,34701,53.36,190.09,260,815
746,Finland,2004,39793,52.25,191.70000000000002,252,812
747,Finland,2005,41202,55.99,174.53,270,724
748,Finland,2006,43487,52.769999999999996,181.03,259,803
749,Finland,2007,51089,49.07,174.01,244,751
750,Finland,2008,56521,46.76,173.53,232,801
751,Finland,2009,49878,55.48,173.01,273,761
752,Finland,2010,48939,50.1,165.11,236,718
753,Finland,2011,53809,39.8,163.81,202,710
754,Finland,2012,50232,42.54,144.47,218,655
755,Finland,2013,52572,45.51,151.32,221,666
756,Finland,2014,52832,39.13,138.03,190,599
757,Finland,2015,44862,35.550000000000004,125.64,173,558
758,France,1985,10765,82.14,266.76,3603,8898
759,France,1986,14940,84.13,267.64,3657,8872
760,France,1987,17999,80.6,250.43,3574,8587
761,France,1988,19534,74.13,238.59,3365,8234
762,France,1989,19558,74.29,238.23999999999998,3372,8343
763,France,1990,23968,71.17999999999999,231.55,3225,8178
764,France,1991,23821,71.25999999999999,226.84,3281,8221
765,France,1992,26136,68.92999999999999,232.54,3202,8442
766,France,1993,24521,72.72,239.97,3390,8861
767,France,1994,25697,66.3,233.65,3169,8872
768,France,1995,29363,66.24,226.38,3214,8605
769,France,1996,29305,62.93,208.29,3105,8174
770,France,1997,26394,60.87,205.46,3040,8099
771,France,1998,27190,55.56,198.09,2763,7771
772,France,1999,27118,56.22,189.60999999999999,2841,7427
773,France,2000,24648,56.29,200.94,2874,7975
774,France,2001,24796,53.63,186.31,2789,7660
775,France,2002,26714,54.910000000000004,183.73,2915,7728
776,France,2003,32656,52.72,188.59,2833,8038
777,France,2004,37240,53.36,179.15,2949,7855
778,France,2005,38420,52.09,180.0,2884,7829
779,France,2006,40097,50.03,170.6,2830,7593
780,France,2007,45682,47.29,166.4,2708,7419
781,France,2008,49901,47.19,169.02,2734,7619
782,France,2009,45775,47.35,168.89000000000001,2734,7765
783,France,2010,44747,46.54,164.63,2738,7641
784,France,2011,48217,44.47,166.71,2618,7790
785,France,2012,45002,41.6,157.38,2417,7326
786,France,2013,46922,40.33,152.0,2375,7225
787,France,2014,47318,37.82,141.74,2220,6661
788,Georgia,1990,1555,14.370000000000001,50.06,56,140
789,Georgia,1991,1267,13.6,39.45,51,123
790,Georgia,1992,740,13.4,47.08,53,151
791,Georgia,1994,556,10.559999999999999,26.740000000000002,33,90
792,Georgia,1995,611,8.39,32.35,32,106
793,Georgia,1996,718,15.04,44.660000000000004,38,124
794,Georgia,1997,828,11.25,49.4,35,141
795,Georgia,1998,858,9.48,39.82,30,118
796,Georgia,1999,669,13.4,55.18,42,147
797,Georgia,2000,734,9.27,37.37,28,102
798,Georgia,2001,777,9.87,25.32,27,73
799,Georgia,2004,1253,8.27,58.27,28,147
800,Georgia,2005,1552,5.62,22.74,18,69
801,Georgia,2006,1859,4.15,19.36,13,59
802,Georgia,2007,2448,6.11,30.48,20,84
803,Georgia,2009,2589,12.32,52.74,39,149
804,Georgia,2010,2775,4.81,29.52,16,96
805,Georgia,2011,3435,3.64,32.67,15,84
806,Georgia,2012,3772,3.81,31.07,13,91
807,Georgia,2013,3850,6.14,49.43,23,134
808,Georgia,2014,4757,11.49,63.0,36,158
809,Georgia,2015,4046,19.38,65.3,48,144
810,Germany,1990,23546,68.0,191.45000000000002,4390,9534
811,Germany,1991,24662,66.79,191.32,4354,9656
812,Germany,1992,27888,63.949999999999996,186.09,4132,9326
813,Germany,1993,26937,56.419999999999995,179.08,3730,8960
814,Germany,1994,28588,54.02,176.76999999999998,3588,9130
815,Germany,1995,33420,55.410000000000004,178.17000000000002,3666,9222
816,Germany,1996,32147,51.28,165.14,3497,8728
817,Germany,1997,28420,49.97,160.99,3421,8835
818,Germany,1998,28733,44.589999999999996,155.92,3073,8581
819,Germany,1999,28154,44.480000000000004,144.76,3078,8082
820,Germany,2000,24922,41.980000000000004,143.57,2937,8136
821,Germany,2001,24874,42.64,143.14,2971,8196
822,Germany,2002,26441,43.48,140.48,3059,8117
823,Germany,2003,31816,42.62,138.62,2973,8182
824,Germany,2004,35772,39.63,132.6,2795,7946
825,Germany,2005,36289,37.55,123.94,2739,7531
826,Germany,2006,38088,34.51,118.01,2544,7231
827,Germany,2007,43667,32.79,113.73,2397,7012
828,Germany,2008,47702,33.13,112.39,2414,7045
829,Germany,2009,43570,31.55,113.97,2373,7206
830,Germany,2010,43614,34.4,117.77,2559,7471
831,Germany,2011,47947,34.08,118.74000000000001,2502,7651
832,Germany,2012,45142,34.51,113.8,2607,7289
833,Germany,2013,48563,35.2,117.88,2635,7456
834,Germany,2014,50167,34.17,118.86999999999999,2588,7629
835,Germany,2015,43201,35.23,115.11,2685,7403
836,Greece,1985,5156,16.51,41.660000000000004,128,277
837,Greece,1986,6040,13.8,47.410000000000004,101,292
838,Greece,1987,6994,14.27,48.79,114,296
839,Greece,1988,8070,15.42,44.699999999999996,115,288
840,Greece,1989,8310,13.21,41.32,105,278
841,Greece,1990,10179,9.39,42.1,78,271
842,Greece,1991,10816,10.73,43.839999999999996,84,297
843,Greece,1992,11818,9.03,39.9,72,279
844,Greece,1993,10957,12.84,40.26,104,308
845,Greece,1994,11638,8.71,38.13,74,281
846,Greece,1995,13550,7.11,42.57,64,306
847,Greece,1996,14330,8.379999999999999,36.75,62,294
848,Greece,1997,13968,6.68,40.980000000000004,55,319
849,Greece,1998,14008,8.52,39.75,88,315
850,Greece,1999,13756,9.379999999999999,36.36,85,296
851,Greece,2000,12509,9.65,35.21,84,298
852,Greece,2001,13043,5.71,33.1,48,286
853,Greece,2002,14676,7.43,30.92,66,257
854,Greece,2003,19202,6.98,33.69,69,306
855,Greece,2004,22804,6.03,34.89,68,285
856,Greece,2005,23414,8.469999999999999,38.06,79,321
857,Greece,2006,25739,6.95,38.46,68,326
858,Greece,2007,29896,6.55,27.36,60,268
859,Greece,2008,33168,5.66,34.64,65,308
860,Greece,2009,30785,5.72,35.25,58,333
861,Greece,2010,27886,4.15,35.75,41,336
862,Greece,2011,26825,9.03,39.65,84,393
863,Greece,2012,23309,9.34,43.980000000000004,91,417
864,Greece,2013,22994,10.47,44.64,108,425
865,Greece,2014,22834,11.21,48.61,115,450
866,Greece,2015,18927,10.08,45.98,107,422
867,Grenada,1985,1965,0.0,25.08,0,1
868,Grenada,1988,2707,8.55,38.25,1,3
869,Grenada,1989,3268,0.0,65.09,0,4
870,Grenada,1990,3391,0.0,24.75,0,2
871,Grenada,1991,3650,0.0,0.0,0,0
872,Grenada,1992,3713,0.0,0.0,0,0
873,Grenada,1993,3632,0.0,34.21,0,3
874,Grenada,1994,3735,0.0,60.82,0,4
875,Grenada,1995,3869,51.95,0.0,1,0
876,Grenada,1996,4087,0.0,11.96,0,1
877,Grenada,2001,5693,0.0,0.0,0,0
878,Grenada,2002,5879,0.0,0.0,0,0
879,Grenada,2003,6385,0.0,69.18,0,4
880,Grenada,2004,6428,0.0,13.37,0,1
881,Grenada,2005,7422,14.02,146.8,1,5
882,Grenada,2006,7423,0.0,9.89,0,1
883,Grenada,2007,8035,12.99,35.35,1,2
884,Grenada,2008,8733,0.0,0.0,0,0
885,Grenada,2009,8140,0.0,0.0,0,0
886,Grenada,2010,8118,0.0,0.0,0,0
887,Grenada,2011,8188,0.0,20.73,0,1
888,Grenada,2012,8382,0.0,18.009999999999998,0,2
889,Grenada,2013,8789,0.0,0.0,0,0
890,Grenada,2014,9456,0.0,0.0,0,0
891,Grenada,2015,10290,0.0,0.0,0,0
892,Grenada,2016,10838,0.0,0.0,0,0
893,Guatemala,1986,1044,5.2,37.64,36,167
894,Guatemala,1987,997,13.12,44.8,57,184
895,Guatemala,1988,1074,4.43,42.81,31,143
896,Guatemala,1989,1122,4.22,31.009999999999998,30,122
897,Guatemala,1990,996,3.72,30.35,27,131
898,Guatemala,1991,1194,4.76,28.759999999999998,32,124
899,Guatemala,1992,1294,7.16,31.09,38,135
900,Guatemala,1993,1381,4.1499999999999995,27.02,30,135
901,Guatemala,1994,1538,2.7,23.2,20,122
902,Guatemala,1995,1696,7.13,27.0,47,164
903,Guatemala,1996,1775,3.89,26.16,33,124
904,Guatemala,1997,1967,4.82,21.69,44,135
905,Guatemala,1998,2091,7.17,29.89,45,156
906,Guatemala,1999,1926,4.36,32.14,42,192
907,Guatemala,2000,1977,4.08,23.34,40,142
908,Guatemala,2001,1867,5.09,25.5,52,150
909,Guatemala,2002,2022,11.05,29.479999999999997,64,194
910,Guatemala,2003,2079,5.0600000000000005,32.28,53,200
911,Guatemala,2004,2215,5.99,23.94,66,184
912,Guatemala,2005,2450,4.96,27.65,61,177
913,Guatemala,2006,2653,7.78,34.17,71,227
914,Guatemala,2007,2914,5.96,34.31,64,263
915,Guatemala,2008,3252,9.16,45.6,121,371
916,Guatemala,2009,3053,11.19,46.38,145,366
917,Guatemala,2010,3260,6.2,29.23,82,270
918,Guatemala,2011,3661,8.54,26.15,108,251
919,Guatemala,2012,3779,8.45,33.35,110,310
920,Guatemala,2013,3947,8.39,32.3,124,331
921,Guatemala,2014,4210,10.74,35.14,156,356
922,Guatemala,2015,4472,11.0,33.85,144,350
923,Guyana,1988,632,20.28,71.64,14,42
924,Guyana,1989,581,41.54,143.34,26,68
925,Guyana,1990,607,40.79,136.27,25,64
926,Guyana,1991,514,42.510000000000005,190.33,29,76
927,Guyana,1992,561,44.63,137.52,18,60
928,Guyana,1993,671,22.8,94.01,15,57
929,Guyana,1994,819,43.08,119.12,27,59
930,Guyana,1995,939,31.93,176.79,22,77
931,Guyana,1996,1070,18.78,109.53,9,51
932,Guyana,1997,1139,22.16,60.489999999999995,4,36
933,Guyana,1998,1092,5.02,59.84,4,31
934,Guyana,1999,1057,80.55000000000001,233.07,42,121
935,Guyana,2001,1054,68.47,312.28999999999996,43,154
936,Guyana,2002,1090,53.73,258.2,34,142
937,Guyana,2003,1116,86.03999999999999,296.5,45,153
938,Guyana,2004,1180,90.84,309.16,48,138
939,Guyana,2005,1235,66.06,267.90000000000003,42,127
940,Guyana,2006,2182,78.98,315.62,50,151
941,Guyana,2007,2602,97.63,276.12,42,143
942,Guyana,2008,2873,87.04,266.58,44,124
943,Guyana,2009,3076,85.13,216.65,47,109
944,Guyana,2010,3384,76.38,326.69,49,156
945,Guyana,2011,3815,70.86,278.67,39,153
946,Guyana,2012,4212,75.58,292.4,50,156
947,Guyana,2013,4372,70.35000000000001,286.03,50,160
948,Hungary,1991,3561,147.35,427.65,1113,2880
949,Hungary,1992,3970,134.15,436.11,1061,2939
950,Hungary,1993,4116,125.7,413.58,979,2715
951,Hungary,1994,4431,122.92,412.89,898,2727
952,Hungary,1995,4767,116.92999999999999,376.49,891,2475
953,Hungary,1996,4792,120.9,361.84,916,2520
954,Hungary,1997,4856,106.41,364.03,825,2383
955,Hungary,1998,5010,98.25,338.53,777,2468
956,Hungary,1999,5147,100.13000000000001,383.75,778,2548
957,Hungary,2000,4966,103.92,360.64,806,2463
958,Hungary,2001,5546,82.69,326.28999999999996,696,2282
959,Hungary,2002,6995,76.39,306.36,647,2192
960,Hungary,2003,8840,76.26,295.78,640,2160
961,Hungary,2004,10806,75.03999999999999,294.43,655,2087
962,Hungary,2005,11764,65.42,286.59000000000003,593,2026
963,Hungary,2006,12021,65.5,247.16,600,1861
964,Hungary,2007,14609,63.54,263.78000000000003,571,1879
965,Hungary,2008,16540,63.07,268.61,566,1910
966,Hungary,2009,13697,58.220000000000006,252.5,559,1901
967,Hungary,2010,13761,58.77,262.54,547,1942
968,Hungary,2011,14827,61.1,238.75,574,1846
969,Hungary,2012,13525,59.31,246.65,546,1803
970,Hungary,2013,14333,53.94,212.29,505,1587
971,Hungary,2014,14886,45.25,199.06,447,1478
972,Hungary,2015,13087,53.88,203.39,479,1389
973,Hungary,2016,13448,51.03,190.31,446,1315
974,Iceland,1985,13357,34.86,136.19,7,25
975,Iceland,1986,17681,81.48,133.62,12,25
976,Iceland,1987,24107,72.93,137.01,14,22
977,Iceland,1988,26249,32.86,135.12,5,30
978,Iceland,1989,24089,41.33,68.79,6,16
979,Iceland,1990,27316,20.060000000000002,160.25,5,35
980,Iceland,1991,28857,35.66,164.07,8,29
981,Iceland,1992,29311,21.759999999999998,101.13,5,23
982,Iceland,1993,25474,27.95,81.07,7,19
983,Iceland,1994,25937,37.489999999999995,87.95,4,21
984,Iceland,1995,28680,31.130000000000003,98.53,5,22
985,Iceland,1996,29740,28.97,148.38,5,28
986,Iceland,1997,30326,28.189999999999998,135.83,7,26
987,Iceland,1998,33513,35.400000000000006,105.69,7,23
988,Iceland,1999,34858,31.96,96.96,7,24
989,Iceland,2000,34372,29.83,178.16,8,42
990,Iceland,2001,30850,27.380000000000003,135.68,8,28
991,Iceland,2002,34556,45.32,85.92,10,20
992,Iceland,2003,42174,25.58,75.39,6,20
993,Iceland,2004,50528,38.07,130.74,9,26
994,Iceland,2005,60712,27.740000000000002,87.26,9,24
995,Iceland,2006,60243,31.88,74.51,10,22
996,Iceland,2007,73590,34.0,129.29,7,30
997,Iceland,2008,59489,37.980000000000004,98.11,11,27
998,Iceland,2009,43700,17.88,105.85,7,29
999,Iceland,2010,45179,31.71,152.56,10,36
1000,Iceland,2011,49861,18.380000000000003,74.57000000000001,5,22
1001,Iceland,2012,48083,38.67,106.74000000000001,11,26
1002,Iceland,2013,51749,62.589999999999996,158.65,14,35
1003,Iceland,2014,56833,42.410000000000004,155.55,11,33
1004,Iceland,2015,54909,45.69,94.96000000000001,11,29
1005,Iceland,2016,64708,14.68,123.39,4,36
1006,Ireland,1985,6638,21.04,81.12,60,216
1007,Ireland,1986,8937,23.2,81.67999999999999,67,215
1008,Ireland,1987,10515,24.46,70.96000000000001,60,185
1009,Ireland,1988,11696,24.58,88.66,71,195
1010,Ireland,1989,12188,25.3,85.26,65,213
1011,Ireland,1990,15312,29.39,96.29,83,251
1012,Ireland,1991,15328,22.13,104.39999999999999,63,282
1013,Ireland,1992,17051,21.98,115.89,58,304
1014,Ireland,1993,15872,22.880000000000003,94.27,67,259
1015,Ireland,1994,17188,29.42,113.4,90,304
1016,Ireland,1995,20689,27.259999999999998,116.58,83,320
1017,Ireland,1996,22478,20.3,125.24,63,345
1018,Ireland,1997,24259,28.69,127.46000000000001,90,376
1019,Ireland,1998,26115,22.22,139.95,73,425
1020,Ireland,1999,28344,27.25,113.97,82,342
1021,Ireland,2000,28340,25.05,117.31,82,381
1022,Ireland,2001,30536,22.66,126.31,79,409
1023,Ireland,2002,35154,24.05,111.77,81,368
1024,Ireland,2003,44473,28.43,106.34,96,358
1025,Ireland,2004,51662,20.17,109.25,74,390
1026,Ireland,2005,55213,25.59,95.52,88,363
1027,Ireland,2006,58941,21.46,105.0,80,372
1028,Ireland,2007,67032,24.14,97.63,96,362
1029,Ireland,2008,67173,31.28,98.28,120,386
1030,Ireland,2009,57390,26.59,106.04,105,422
1031,Ireland,2010,52042,24.92,95.38,100,386
1032,Ireland,2011,56655,22.46,116.12,96,458
1033,Ireland,2012,53443,23.21,114.45,96,446
1034,Ireland,2013,56628,23.02,94.39,96,391
1035,Ireland,2014,59634,20.5,99.18,87,399
1036,Israel,1985,7325,32.89,79.14,75,159
1037,Israel,1986,8938,41.87,88.41,96,182
1038,Israel,1987,10558,39.309999999999995,94.30000000000001,78,193
1039,Israel,1988,12687,37.08,87.08,89,214
1040,Israel,1989,12405,50.550000000000004,119.77000000000001,105,248
1041,Israel,1990,14193,31.700000000000003,90.56,84,220
1042,Israel,1991,15267,38.33,101.00999999999999,97,262
1043,Israel,1992,16469,34.8,96.15,103,278
1044,Israel,1993,16102,34.84,102.39,99,272
1045,Israel,1994,17814,43.980000000000004,105.91,112,304
1046,Israel,1995,20159,38.42,89.00999999999999,102,258
1047,Israel,1996,21545,26.66,83.85,75,231
